year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
7,2907,1.103819997,0.025869083,0.022941051,0.019861566,-0.048179346,0.15,responsible,0.002928032,0.047259667,-0.002448489,0.021029985
8,2907,1.153347504,0.030816771,0.016128499,0.022052607,-0.043092152,0.15,responsible,0.014688271,0.032051896,-0.012641725,0.024342108
9,2907,1.167923789,0.036098867,0.023971656,0.024861859,-0.013573607,0.15,responsible,0.012127211,0.021976217,-0.001337873,0.028674363
10,2907,1.197299939,0.034253114,0.012350071,0.02674011,-0.012774711,0.15,responsible,0.021903043,0.02937615,0.007399933,0.03123041
1,2908,0.9656,0.01,0.025193403,0.01,-0.026828487,0.15,responsible,-0.015193403,0.03077463,-0.005016214,0.009656
2,2908,0.99637463,0.023567995,0.010158891,0.012713599,-0.028332611,0.15,responsible,0.013409104,0.025758416,-0.00027641,0.012276251
3,2908,1.017116832,0.032215641,0.024351145,0.016614007,-0.028268028,0.15,responsible,0.007864496,0.03022181,0.005317525,0.016553776
4,2908,1.05681825,0.042431384,0.022230923,0.021777483,-0.04015259,0.15,responsible,0.020200461,0.036393467,0.006595661,0.022150244
5,2908,1.089903766,0.049190475,0.022588309,0.027260081,-0.028257361,0.15,responsible,0.026602166,0.043413133,0.005052509,0.028808951
6,2908,1.143644516,0.050957375,0.022319652,0.03199954,-0.043420939,0.15,responsible,0.028637723,0.046498484,0.001901668,0.034876419
7,2908,1.182900734,0.038542406,0.023735896,0.033308113,-0.028562822,0.15,responsible,0.014806509,0.047216469,0.001729561,0.038092641
8,2908,1.238077453,0.03402258,0.016523609,0.033451006,-0.03547877,0.15,responsible,0.017498971,0.049957607,-0.002172797,0.03956922
9,2908,1.282815947,0.038565248,0.021702358,0.034473855,-0.029262262,0.15,responsible,0.01686289,0.042870874,-0.004477176,0.042681302
10,2908,1.323819202,0.033290187,0.019661313,0.034237121,-0.022665715,0.15,responsible,0.013628874,0.041003255,-0.00186762,0.043919925
1,2909,0.9656,0.01,0.024379853,0.01,-0.037234223,0.15,responsible,-0.014379853,0.032509605,0.008068531,0.009656
2,2909,0.998109605,0.007060236,0.01334369,0.009412047,-0.036256009,0.15,responsible,-0.006283454,0.040578136,0.002043192,0.009088273
3,2909,1.046756272,0.014367247,0.01048656,0.010403087,-0.048729118,0.15,responsible,0.003880687,0.036595989,-0.001660893,0.010383421
4,2909,1.071301583,0.018200012,0.006599195,0.011962472,-0.018968071,0.15,responsible,0.011600817,0.037256351,0.001248241,0.012521793
5,2909,1.121268974,0.023482452,0.00264727,0.014266468,-0.037552591,0.15,responsible,0.020835183,0.03909247,-0.006027109,0.01528369
6,2909,1.149486523,0.01941124,0.01514342,0.015295423,-0.028049656,0.15,responsible,0.00426782,0.025202132,-0.006396756,0.017150283
7,2909,1.171673238,0.031880665,0.02346128,0.018612471,-0.027632588,0.15,responsible,0.008419385,0.026298959,0.002000271,0.021394785
8,2909,1.202084441,0.040951654,0.018033562,0.023080308,-0.024602813,0.15,responsible,0.022918092,0.029202674,3.35E-06,0.027042579
9,2909,1.230078585,0.049083419,0.014775605,0.02828093,-0.011995986,0.15,responsible,0.034307814,0.026305661,-0.002292748,0.033996066
10,2909,1.254695763,0.057175281,0.017608551,0.0340598,-0.004731015,0.15,responsible,0.03956673,0.024617178,-0.001688483,0.041896231
1,2910,0.9656,0.01,0.017839193,0.01,-0.016882103,0.15,responsible,-0.007839193,0.025054525,-0.000943351,0.009656
2,2910,0.990654525,0.016229963,0.0189208,0.011245993,-0.032327705,0.15,responsible,-0.002690837,0.024111174,-0.003454292,0.01085913
3,2910,1.013822347,0.019713497,0.028032223,0.012939494,-0.037711803,0.15,responsible,-0.008318725,0.018145941,0.003531414,0.012818568
4,2910,1.026946408,0.026718022,0.022608403,0.015695199,-0.019977867,0.15,responsible,0.004109619,0.031174002,0.006207851,0.015912144
5,2910,1.07617035,0.021603679,0.016741954,0.016876895,-0.049087647,0.15,responsible,0.004861725,0.030561644,-0.009279066,0.017331667
6,2910,1.088069695,0.030006503,0.026045929,0.019502817,-0.018762101,0.15,responsible,0.003960574,0.01261587,-0.007669129,0.020988353
7,2910,1.101402091,0.025318433,0.019344698,0.02066594,-0.011922075,0.15,responsible,0.005973734,0.015223386,0.004781757,0.022485983
8,2910,1.118516467,0.02596632,0.02665895,0.021726016,-0.022406438,0.15,responsible,-0.00069263,0.022179384,0.007164815,0.023929079
9,2910,1.14576086,0.037786396,0.025243842,0.024938092,-0.02757796,0.15,responsible,0.012542554,0.029553016,0.004841127,0.027893666
10,2910,1.177622498,0.045360516,0.025463537,0.029022577,-0.027885087,0.15,responsible,0.019896979,0.031861638,0.002308622,0.033252932
1,2911,0.9656,0.01,0.014625084,0.01,-0.027400788,0.15,responsible,-0.004625084,0.023955776,-0.001667018,0.009656
2,2911,0.989555776,0.010776784,0.020009567,0.010155357,-0.033284341,0.15,responsible,-0.009232784,0.022288758,-0.001015287,0.009806012
3,2911,1.010177516,0.024016825,0.022817812,0.01292765,-0.030190273,0.15,responsible,0.001199013,0.021925202,-0.003811248,0.012792631
4,2911,1.03340618,0.02274828,0.022419228,0.014891776,-0.030665987,0.15,responsible,0.000329053,0.014666261,-0.001816977,0.015043338
5,2911,1.039510038,0.019913233,0.030810137,0.015896068,-0.021055487,0.15,responsible,-0.010896903,0.018291249,0.007181804,0.016427095
6,2911,1.069988677,0.02100434,0.02381526,0.016917722,-0.037481914,0.15,responsible,-0.00281092,0.02902987,0.005105425,0.017586142
7,2911,1.097569778,0.021545452,0.019119665,0.017843268,-0.028921208,0.15,responsible,0.002425787,0.028502099,0.003360202,0.019092095
8,2911,1.126992875,0.024923844,0.023783377,0.019259383,-0.034273145,0.15,responsible,0.001140468,0.035750274,-0.00274213,0.021138517
9,2911,1.169070326,0.032496076,0.018898189,0.021906722,-0.038749743,0.15,responsible,0.013597886,0.023017838,-0.015896024,0.024688719
10,2911,1.173028552,0.036199322,0.033226367,0.024765242,-0.013531783,0.15,responsible,0.002972955,0.003958226,-0.019059612,0.028952309
1,2912,0.9656,0.01,0.02796884,0.01,-0.029905676,0.15,responsible,-0.01796884,0.028351746,-0.011133831,0.009656
2,2912,0.993951746,0.013313539,0.014405238,0.010662708,-0.031914215,0.15,responsible,-0.001091699,0.017217916,-0.00418211,0.010295911
3,2912,1.000035831,0.01956231,0.022773318,0.012442628,-0.016123657,0.15,responsible,-0.003211007,0.019987526,0.006700279,0.012367372
4,2912,1.033926798,0.014137591,0.016871652,0.012781621,-0.037913281,0.15,responsible,-0.002734061,0.030618474,0.000887278,0.012782079
5,2912,1.06127278,0.013345415,0.023471781,0.01289438,-0.038031434,0.15,responsible,-0.010126366,0.021762082,-0.007439185,0.013331845
6,2912,1.077450962,0.019866088,0.02206684,0.014288721,-0.024254665,0.15,responsible,-0.002200752,0.015740105,0.004177584,0.015164231
7,2912,1.09275299,0.02822725,0.017887777,0.017076427,-0.016160855,0.15,responsible,0.010339473,0.030117249,0.009272028,0.018399013
8,2912,1.13768546,0.036678657,0.02290103,0.020996873,-0.046966658,0.15,responsible,0.013777627,0.034284162,0.002363281,0.022944396
9,2912,1.161321314,0.034477375,0.025354403,0.023692973,-0.025479299,0.15,responsible,0.009122972,0.034843812,0.005883804,0.026955151
10,2912,1.207373083,0.044478395,0.02767894,0.027850058,-0.045858399,0.15,responsible,0.016799455,0.046051769,0.011207958,0.032342866
1,2913,0.9656,0.01,0.019355399,0.01,-0.03168201,0.15,responsible,-0.009355399,0.016669438,0.00746539,0.009656
2,2913,0.982269438,0.012495945,0.019810534,0.010499189,-0.025485816,0.15,responsible,-0.00731459,0.024134828,0.007729913,0.010138017
3,2913,1.013869657,0.016343752,0.018966785,0.011668102,-0.038636045,0.15,responsible,-0.002623033,0.032129264,0.00323189,0.01146122
4,2913,1.046527965,0.016695387,0.014547819,0.012673559,-0.034531316,0.15,responsible,0.002147568,0.030598608,-0.002708276,0.012849336
5,2913,1.075066872,0.019376131,0.020966,0.014014073,-0.035664889,0.15,responsible,-0.001589869,0.026712712,-0.004233925,0.014666119
6,2913,1.09995339,0.015887227,0.025818804,0.014388704,-0.03686536,0.15,responsible,-0.009931577,0.022130757,-0.004996426,0.015468819
7,2913,1.119328387,0.026025095,0.019122363,0.016715982,-0.021972239,0.15,responsible,0.006902731,0.01671986,-0.000176559,0.018386801
8,2913,1.13339311,0.025813264,0.012242732,0.018535438,-0.007106309,0.15,responsible,0.013570531,0.02177764,0.006023697,0.020747242
9,2913,1.162883667,0.023905592,0.020795215,0.019609469,-0.030807095,0.15,responsible,0.003110377,0.028767254,0.003133156,0.022225237
10,2913,1.190927618,0.01497555,0.023013286,0.018682685,-0.032966648,0.15,responsible,-0.008037736,0.028043951,-0.000723303,0.02172579
1,2914,0.9656,0.01,0.014910341,0.01,-0.035353209,0.15,responsible,-0.004910341,0.027709784,-0.003676383,0.009656
2,2914,0.993309784,0.023181533,0.023862336,0.012636307,-0.038297002,0.15,responsible,-0.000680803,0.024033401,0.001222041,0.012201618
3,2914,1.013666802,0.026516039,0.012036007,0.015412253,-0.017043245,0.15,responsible,0.014480031,0.030153866,0.00831155,0.015309142
4,2914,1.053617516,0.027835596,0.01188877,0.017896922,-0.033932005,0.15,responsible,0.015946826,0.040656501,0.008883822,0.018141515
5,2914,1.094979804,0.030454713,0.018402661,0.02040848,-0.03928711,0.15,responsible,0.012052053,0.047921511,0.003994052,0.021502732
6,2914,1.149460537,0.035721731,0.004971476,0.02347113,-0.034324193,0.15,responsible,0.030750256,0.048644605,-0.005405251,0.025700414
7,2914,1.192269013,0.044833837,0.016326963,0.027743672,-0.029896238,0.15,responsible,0.028506874,0.037111009,-0.004904693,0.031890256
8,2914,1.223682555,0.048188973,0.019377341,0.031832732,-0.016845653,0.15,responsible,0.028811631,0.038835218,0.007616385,0.03795318
9,2914,1.269939448,0.047392025,0.01289444,0.03494459,-0.019618002,0.15,responsible,0.034497585,0.052343778,0.009797723,0.042761086
10,2914,1.328370112,0.048335177,0.012197967,0.037622708,-0.026531882,0.15,responsible,0.03613721,0.058430663,0.006086885,0.047778561
1,2915,0.9656,0.01,0.0150932,0.01,-0.02273269,0.15,responsible,-0.0050932,0.027740803,-0.00628617,0.009656
2,2915,0.993340803,0.013467422,0.013557477,0.010693484,-0.030469282,0.15,responsible,-9.01E-05,0.021454633,-0.001457668,0.010325629
3,2915,1.008509265,0.01444295,0.020852502,0.011443377,-0.024324014,0.15,responsible,-0.006409553,0.024825466,-0.001227916,0.011367174
4,2915,1.042991735,0.013669825,0.012127633,0.011888667,-0.034720582,0.15,responsible,0.001542191,0.0189988,-0.004365889,0.011989831
5,2915,1.046506866,0.016483733,0.022144187,0.01280768,-0.013042065,0.15,responsible,-0.005660454,0.016093688,0.00184346,0.013358305
6,2915,1.075179112,0.023771149,0.011793396,0.015000374,-0.025355239,0.15,responsible,0.011977753,0.02268572,0.004453177,0.015697994
7,2915,1.091878306,0.024231421,0.019768991,0.016846583,-0.019780394,0.15,responsible,0.00446243,0.025000041,0.001877293,0.018113094
8,2915,1.125179194,0.029193783,0.016618148,0.019316023,-0.030403289,0.15,responsible,0.012575635,0.026440306,0.005222444,0.021090747
9,2915,1.144758919,0.038680621,0.015186571,0.023188943,-0.010710319,0.15,responsible,0.023494049,0.03544493,0.012434914,0.026091716
10,2915,1.196069053,0.040033005,0.01847299,0.026557755,-0.042222896,0.15,responsible,0.021560015,0.051310135,0.015865205,0.030402227
1,2916,0.9656,0.01,0.018282124,0.01,-0.027252829,0.15,responsible,-0.008282124,0.038436554,-0.001233537,0.009656
2,2916,1.004036554,0.018654617,0.02091624,0.011730923,-0.047124183,0.15,responsible,-0.002261623,0.037203017,-0.002524891,0.01132738
3,2916,1.040006034,0.028005845,0.013725181,0.014985908,-0.034720803,0.15,responsible,0.014280664,0.033386772,0.001458177,0.015046399
4,2916,1.070810098,0.033053396,0.027372302,0.018599405,-0.039684843,0.15,responsible,0.005681093,0.04011937,0.006290182,0.019343494
5,2916,1.120244773,0.031131178,0.019831007,0.02110576,-0.048096201,0.15,responsible,0.011300171,0.045967136,0.003198094,0.022600261
6,2916,1.16274437,0.03808552,0.01530756,0.024501712,-0.032355183,0.15,responsible,0.02277796,0.046515557,-0.002202396,0.027447915
7,2916,1.213275887,0.045057713,0.02091149,0.028612912,-0.041760155,0.15,responsible,0.024146223,0.041562343,-0.008561186,0.033269503
8,2916,1.245869057,0.044369155,0.028791552,0.031764161,-0.029087509,0.15,responsible,0.015577603,0.029393184,-0.006699704,0.03853869
9,2916,1.272062256,0.04379814,0.024767799,0.034170957,-0.01476124,0.15,responsible,0.019030341,0.028162935,0.000369744,0.042572538
10,2916,1.302194927,0.047166313,0.019937038,0.036770028,-0.009138619,0.15,responsible,0.027229275,0.030132671,0.001969736,0.046773765
1,2917,0.9656,0.01,0.02324929,0.01,-0.018683716,0.15,responsible,-0.01324929,0.040861315,-0.018940844,0.009656
2,2917,1.006461315,0.015220784,0.007837047,0.011044157,-0.03778861,0.15,responsible,0.007383738,0.02192047,-0.016281548,0.010664238
3,2917,1.009440941,0.018177129,0.014174663,0.012470751,-0.004670579,0.15,responsible,0.004002466,0.008298218,-0.002871623,0.012551329
4,2917,1.023057751,0.023606839,0.016877069,0.014697969,-0.015779975,0.15,responsible,0.006729771,0.016177224,0.010612344,0.014836732
5,2917,1.041795388,0.027515902,0.034648242,0.017261556,-0.035929552,0.15,responsible,-0.00713234,0.029522905,0.010419981,0.017659568
6,2917,1.082103561,0.035770589,0.017571297,0.020963362,-0.036835357,0.15,responsible,0.018199292,0.037017186,0.003001205,0.021839534
7,2917,1.11582976,0.039723445,0.02969598,0.024715379,-0.038960293,0.15,responsible,0.010027465,0.035525315,-0.00519215,0.026744599
8,2917,1.153154191,0.047297344,0.0125127,0.029231772,-0.01889934,0.15,responsible,0.034784644,0.026632885,-0.006941705,0.032617681
9,2917,1.169095531,0.050981171,0.021916979,0.033581652,-0.00277866,0.15,responsible,0.029064193,0.021641905,0.000354792,0.038724822
10,2917,1.196438001,0.044407186,0.032413202,0.035746759,-0.02356758,0.15,responsible,0.011993984,0.02734247,0.005700565,0.041791376
1,2918,0.9656,0.01,0.019369171,0.01,-0.022928015,0.15,responsible,-0.009369171,0.022250799,0.009290123,0.009656
2,2918,0.987850799,0.012998829,0.01580279,0.010599766,-0.02719668,0.15,responsible,-0.002803961,0.031540922,0.004709198,0.010235134
3,2918,1.028681844,0.025007233,0.013223885,0.013481259,-0.040580116,0.15,responsible,0.011783348,0.031669194,-0.006330694,0.013317473
4,2918,1.051189187,0.032523854,0.010522893,0.017289778,-0.015618858,0.15,responsible,0.022000961,0.018879534,-0.005793929,0.017785681
5,2918,1.066440911,0.030807012,0.022109966,0.019993225,-0.017428687,0.15,responsible,0.008697046,0.020081336,0.009236657,0.021016662
6,2918,1.091351858,0.031362339,0.026291914,0.022267048,-0.029093267,0.15,responsible,0.005070425,0.037352848,0.009404003,0.023746491
7,2918,1.141146606,0.036307296,0.022552008,0.025075097,-0.0471019,0.15,responsible,0.013755288,0.038889341,0.000200359,0.027365754
8,2918,1.16913054,0.047219101,0.024149078,0.029503898,-0.022017385,0.15,responsible,0.023070023,0.037753566,0.004080789,0.033668273
9,2918,1.216653738,0.042324126,0.016232888,0.032067944,-0.029305673,0.15,responsible,0.026091238,0.047050918,0.004412537,0.037491612
10,2918,1.263232377,0.046860209,0.016982353,0.035026397,-0.02499188,0.15,responsible,0.029877856,0.046578639,-0.000472279,0.042614996
1,2919,0.9656,0.01,0.017906714,0.01,-0.031818237,0.15,responsible,-0.007906714,0.023017358,0.002554402,0.009656
2,2919,0.988617358,0.019459226,0.02593736,0.011891845,-0.036236829,0.15,responsible,-0.006478135,0.02557176,0.004506009,0.011482766
3,2919,1.016743519,0.026990235,0.02041472,0.014911523,-0.033457872,0.15,responsible,0.006575515,0.032029376,0.001375067,0.014741791
4,2919,1.052676109,0.02626135,0.022085911,0.017181489,-0.040811377,0.15,responsible,0.004175439,0.028321895,-0.004103393,0.017469167
5,2919,1.073387308,0.03237463,0.020478615,0.020220117,-0.020977854,0.15,responsible,0.011896014,0.02382259,0.004353798,0.021285234
6,2919,1.100321288,0.030717085,0.015880662,0.02231951,-0.020130644,0.15,responsible,0.014836423,0.037029492,0.015240135,0.023957479
7,2919,1.147446291,0.036184424,0.0124253,0.025092493,-0.033358079,0.15,responsible,0.023759124,0.054302859,0.011447034,0.027609804
8,2919,1.208927007,0.042350339,0.015697488,0.028544062,-0.046967778,0.15,responsible,0.026652851,0.05992356,-5.62E-05,0.032752779
9,2919,1.267293412,0.038752095,0.01407513,0.030585669,-0.038683409,0.15,responsible,0.024676965,0.054190446,-0.004954536,0.036975841
10,2919,1.3173079,0.042975701,0.020702143,0.033063675,-0.034666535,0.15,responsible,0.022273558,0.050014488,-0.004175958,0.041901378
1,2920,0.9656,0.01,0.022125463,0.01,-0.024352253,0.15,responsible,-0.012125463,0.040523989,0.002022186,0.009656
2,2920,1.006123989,0.013331646,0.019809261,0.010666329,-0.049180917,0.15,responsible,-0.006477615,0.042546175,0.001095751,0.010299408
3,2920,1.050692351,0.025194627,0.004935984,0.013571989,-0.035922148,0.15,responsible,0.020258643,0.04271549,0.004335205,0.013655104
4,2920,1.09155497,0.027799672,0.013200197,0.016417525,-0.037526238,0.15,responsible,0.014599475,0.051216586,0.003246982,0.017249768
5,2920,1.153125523,0.031220385,0.004024071,0.019378097,-0.044877961,0.15,responsible,0.027196314,0.049209455,-0.007713142,0.021152258
6,2920,1.18997388,0.031567259,0.018026802,0.02181593,-0.032556388,0.15,responsible,0.013540457,0.035790303,-0.006654818,0.025156505
7,2920,1.224706128,0.029646845,0.014001402,0.023382113,-0.023723584,0.15,responsible,0.015645443,0.035899819,0.002506148,0.027824103
8,2920,1.261773517,0.027548028,0.012957672,0.024215296,-0.023456474,0.15,responsible,0.014590356,0.040802598,0.00186658,0.029656621
9,2920,1.306311324,0.042739654,0.010796615,0.027920167,-0.023162543,0.15,responsible,0.031943039,0.039632978,-0.003037224,0.035228928
10,2920,1.341039474,0.050455248,0.008704207,0.032427184,-0.004005968,0.15,responsible,0.041751042,0.03472815,-0.004904829,0.042359997
1,2921,0.9656,0.01,0.024778522,0.01,-0.012802832,0.15,responsible,-0.014778522,0.030971601,-0.016615984,0.009656
2,2921,0.996571601,0.001975577,0.022507936,0.008395115,-0.044298969,0.15,responsible,-0.020532359,0.014355618,-0.011321634,0.008106323
3,2921,0.994311236,0.006231892,0.020533738,0.007962471,-0.010015728,0.15,responsible,-0.014301846,0.008328333,0.002353879,0.007935172
4,2921,1.013228268,0.012534548,0.015256014,0.008876886,-0.025164559,0.15,responsible,-0.002721466,0.019063375,0.007861348,0.008826388
5,2921,1.032437986,0.01824682,0.011497065,0.010750873,-0.019957187,0.15,responsible,0.006749755,0.024051029,0.002086801,0.010893088
6,2921,1.061330326,0.025080989,0.006160308,0.013616896,-0.021241009,0.15,responsible,0.018920681,0.023236978,0.002061686,0.014058601
7,2921,1.078911942,0.02330269,0.014658388,0.015554055,-0.016644751,0.15,responsible,0.008644302,0.028174401,0.00754941,0.01650799
8,2921,1.117679128,0.024369168,0.014263366,0.017317078,-0.035518832,0.15,responsible,0.010105802,0.038335799,0.007102044,0.018683602
9,2921,1.15558354,0.01956481,0.006334365,0.017766624,-0.025207243,0.15,responsible,0.013230445,0.042378488,0.004258383,0.019857385
10,2921,1.202436104,0.014443414,0.007356204,0.017101982,-0.035672744,0.15,responsible,0.007087211,0.046852564,0.004474076,0.019762769
1,2922,0.9656,0.01,0.015472573,0.01,0.001541235,0.15,responsible,-0.005472573,0.037824318,-0.018787526,0.009656
2,2922,1.003424318,0.010944392,0.006290607,0.010188878,-0.034083678,0.15,responsible,0.004653785,0.019036791,-0.014359443,0.009838381
3,2922,1.003673583,0.018315038,0.015106187,0.01181411,-0.003503456,0.15,responsible,0.003208852,0.009105432,0.001472848,0.011854566
4,2922,1.021635181,0.01436117,0.016720174,0.012323522,-0.022301832,0.15,responsible,-0.002359004,0.021982487,0.013053673,0.012368794
5,2922,1.047638556,0.025974747,0.017131976,0.015053767,-0.028090785,0.15,responsible,0.008842771,0.035212778,0.006931198,0.015379458
6,2922,1.092060736,0.024164036,0.012933868,0.016875821,-0.04034517,0.15,responsible,0.011230168,0.035844883,-0.007714765,0.017679761
7,2922,1.119328323,0.022074741,0.016804439,0.017915605,-0.02607418,0.15,responsible,0.005270302,0.019783249,-0.008138063,0.019564929
8,2922,1.131627234,0.02511213,0.016780835,0.01935491,-0.009465227,0.15,responsible,0.008331295,0.019568758,0.005500781,0.021664499
9,2922,1.158465838,0.028603157,0.014575791,0.021204559,-0.019445076,0.15,responsible,0.014027366,0.030784811,0.00758113,0.023995657
10,2922,1.193196855,0.037362041,0.02022751,0.024436056,-0.029952224,0.15,responsible,0.017134531,0.034731017,0.003946206,0.028308336
1,2923,0.9656,0.01,0.01827787,0.01,-0.04393361,0.15,responsible,-0.00827787,0.015476377,0.001145099,0.009656
2,2923,0.981076377,0.011237252,0.022635642,0.01024745,-0.02717364,0.15,responsible,-0.011398391,0.016621476,0.006989392,0.009894938
3,2923,0.998842952,0.011390881,0.025661911,0.010476137,-0.032292224,0.15,responsible,-0.01427103,0.029455161,0.007311885,0.01027789
4,2923,1.039986699,0.024956997,0.022178794,0.013372309,-0.049749184,0.15,responsible,0.002778203,0.031245246,-0.003305096,0.013356836
5,2923,1.061333445,0.040063083,0.019227862,0.018710463,-0.021874683,0.15,responsible,0.02083522,0.02284497,-0.008287799,0.019458633
6,2923,1.08567664,0.046264181,0.027908792,0.024221207,-0.02815069,0.15,responsible,0.018355388,0.014669648,0.002712065,0.025706777
7,2923,1.090672741,0.056206234,0.031740904,0.030618212,-0.006177483,0.15,responsible,0.02446533,0.028269101,0.020627307,0.033241478
8,2923,1.142214842,0.051675339,0.005868181,0.034829638,-0.02013891,0.15,responsible,0.045807158,0.055924262,0.015889442,0.037987736
9,2923,1.202521264,0.052384225,0.020266932,0.038340555,-0.04007254,0.15,responsible,0.032117293,0.060047985,0.001932644,0.043793151
10,2923,1.262310812,0.059410541,0.026041946,0.042554552,-0.040436772,0.15,responsible,0.033368595,0.059789549,-0.000258437,0.051172754
1,2924,0.9656,0.01,0.019248975,0.01,-0.030402274,0.15,responsible,-0.009248975,0.014723904,0.013621037,0.009656
2,2924,0.980323904,0.014419553,0.014551006,0.010883911,-0.018214066,0.15,responsible,-0.000131453,0.028344941,0.012262902,0.010509504
3,2924,1.022289881,0.018876784,0.013847821,0.012482485,-0.043286166,0.15,responsible,0.005028963,0.039249708,0.004563191,0.012236879
4,2924,1.058823321,0.018129956,0.016416125,0.013611979,-0.03935379,0.15,responsible,0.001713831,0.037471322,-0.010195479,0.013915389
5,2924,1.097232526,0.02168718,0.018543678,0.015227019,-0.041857026,0.15,responsible,0.003143501,0.01885875,-0.010772313,0.016122723
6,2924,1.096540821,0.021071874,0.021648245,0.01639599,-0.004949126,0.15,responsible,-0.000576371,0.015926696,0.008400767,0.017990214
7,2924,1.129085918,0.030729439,0.015086039,0.01926268,-0.028033304,0.15,responsible,0.015643401,0.035660285,0.014035279,0.021122315
8,2924,1.16786139,0.032681991,0.020434066,0.021946542,-0.037101954,0.15,responsible,0.012247925,0.043997253,0.005087847,0.024779532
9,2924,1.217080424,0.025883109,0.013048474,0.022733856,-0.038053542,0.15,responsible,0.012834635,0.045835979,-0.000772164,0.026549992
10,2924,1.259533348,0.029866464,0.008375542,0.024160377,-0.02340108,0.15,responsible,0.021490922,0.042452924,-0.003383055,0.029405122
1,2925,0.9656,0.01,0.01336466,0.01,-0.025234181,0.15,responsible,-0.00336466,0.047307054,-0.007590302,0.009656
2,2925,1.012907054,0.019277092,0.014564941,0.011855418,-0.049885809,0.15,responsible,0.004712151,0.039716752,-0.01394206,0.011447592
3,2925,1.045033503,0.020737984,0.015100891,0.013631932,-0.033592234,0.15,responsible,0.005637093,0.019422934,-0.008004575,0.01380788
4,2925,1.051752923,0.017193956,0.021586435,0.014344336,-0.014127736,0.15,responsible,-0.004392479,0.023707601,0.013496254,0.014990312
5,2925,1.092448705,0.020699474,0.013477354,0.015615364,-0.038477027,0.15,responsible,0.00722212,0.046415442,0.011745399,0.016423505
6,2925,1.144583808,0.023336913,0.011521319,0.017159674,-0.046045649,0.15,responsible,0.011815594,0.047198399,-0.005775983,0.018746063
7,2925,1.186845503,0.030182833,0.011781215,0.019764306,-0.033230775,0.15,responsible,0.018401618,0.034863476,-0.009375229,0.022621904
8,2925,1.21431076,0.031348466,0.018075887,0.022081138,-0.022796042,0.15,responsible,0.01327258,0.02844794,0.00371252,0.026206899
9,2925,1.243741384,0.03903215,0.014908764,0.02547134,-0.016792789,0.15,responsible,0.024123386,0.042288516,0.013349234,0.030930123
10,2925,1.298887792,0.037377371,0.012345869,0.027852546,-0.036095314,0.15,responsible,0.025031502,0.055146408,0.012857892,0.034641365
1,2926,0.9656,0.01,0.024992683,0.01,-0.031024449,0.15,responsible,-0.014992683,0.03045625,-0.001724868,0.009656
2,2926,0.99605625,0.014297443,0.016166958,0.010859489,-0.035499606,0.15,responsible,-0.001869515,0.028731381,-0.003791424,0.010485922
3,2926,1.023062763,0.0205655,0.012318312,0.012800691,-0.026531883,0.15,responsible,0.008247188,0.022873402,-0.007602958,0.012750208
4,2926,1.041803054,0.016389441,0.021637644,0.013518441,-0.02687082,0.15,responsible,-0.005248203,0.013525465,-0.003528871,0.013830213
5,2926,1.050113693,0.015003164,0.01924176,0.013815386,-0.013857128,0.15,responsible,-0.004238595,0.01581566,0.004128787,0.014392911
6,2926,1.073434375,0.012844588,0.021227179,0.013621226,-0.031141777,0.15,responsible,-0.008382591,0.021783039,0.001826052,0.014303836
7,2926,1.093679771,0.015421895,0.018893458,0.01398136,-0.025420436,0.15,responsible,-0.003471563,0.019467764,-0.003841738,0.015008072
8,2926,1.112369903,0.01347149,0.013722164,0.013879386,-0.018520509,0.15,responsible,-0.000250674,0.014099562,0.004768401,0.015179604
9,2926,1.121878896,0.019354591,0.015720876,0.014974427,-0.01032647,0.15,responsible,0.003633715,0.029004567,0.017200289,0.016657102
10,2926,1.170379037,0.011423657,0.012866982,0.014264273,-0.046952463,0.15,responsible,-0.001443325,0.048500141,0.019495574,0.016002787
1,2927,0.9656,0.01,0.02050327,0.01,-0.02645373,0.15,responsible,-0.01050327,0.033156122,-0.009273127,0.009656
2,2927,0.998756122,0.02123322,0.023451885,0.012246644,-0.043727973,0.15,responsible,-0.002218665,0.023882995,-0.010547029,0.011825359
3,2927,1.013365989,0.025823307,0.025543523,0.014961977,-0.024915022,0.15,responsible,0.000279784,0.012062065,-0.006026936,0.014943366
4,2927,1.022880251,0.029387901,0.024998723,0.017847161,-0.016584659,0.15,responsible,0.004389178,0.011829122,0.004985706,0.018085706
5,2927,1.037024234,0.033933147,0.018910305,0.021064359,-0.011981536,0.15,responsible,0.015022843,0.022033477,0.01333078,0.021546316
6,2927,1.066947206,0.037411754,0.016987266,0.024333838,-0.022431656,0.15,responsible,0.020424488,0.038490681,0.009511293,0.025234779
7,2927,1.114005596,0.04275846,0.017493817,0.028018762,-0.0360219,0.15,responsible,0.025264643,0.041056063,0.000132344,0.02989454
8,2927,1.149059332,0.038510234,0.019105221,0.030117057,-0.023016464,0.15,responsible,0.019405013,0.03875537,0.004817421,0.033550569
9,2927,1.191516336,0.039271684,0.012052551,0.031947982,-0.019868225,0.15,responsible,0.027219134,0.050690906,0.010084719,0.036710127
10,2927,1.250441143,0.026526034,0.016486943,0.030863593,-0.042072635,0.15,responsible,0.010039091,0.058924807,0.008233902,0.036774475
